exp;step;id;state
test2;1587;5;succeptible
test2;1587;6;succeptible
test2;1587;7;succeptible
test2;1587;8;succeptible
test2;1587;9;succeptible
test2;1587;10;infected
test2;1587;11;succeptible
test2;1587;12;infected
test2;1587;13;succeptible
test2;1587;14;succeptible
test2;1587;15;infected
test2;1587;16;succeptible
test2;1587;17;infected
test2;1587;18;succeptible
test2;1587;19;succeptible
test2;1587;20;succeptible
test2;1587;21;succeptible
test2;1587;22;succeptible
test2;1587;23;succeptible
test2;1587;24;succeptible
test2;1587;25;succeptible
test2;1587;26;succeptible
test2;1587;27;succeptible
test2;1587;28;succeptible
test2;1587;29;succeptible
test2;1588;0;succeptible
test2;1588;1;succeptible
test2;1588;2;succeptible
test2;1588;3;succeptible
test2;1588;4;infected
test2;1588;5;succeptible
test2;1588;6;succeptible
test2;1588;7;succeptible
test2;1588;8;succeptible
test2;1588;9;succeptible
test2;1588;10;infected
test2;1588;11;succeptible
test2;1588;12;infected
test2;1588;13;succeptible
test2;1588;14;succeptible
test2;1588;15;infected
test2;1588;16;succeptible
test2;1588;17;infected
test2;1588;18;succeptible
test2;1588;19;succeptible
test2;1588;20;succeptible
test2;1588;21;succeptible
test2;1588;22;succeptible
test2;1588;23;succeptible
test2;1588;24;succeptible
test2;1588;25;succeptible
test2;1588;26;succeptible
test2;1588;27;succeptible
test2;1588;28;succeptible
test2;1588;29;succeptible
test2;1589;0;succeptible
test2;1589;1;succeptible
test2;1589;2;succeptible
test2;1589;3;succeptible
test2;1589;4;infected
test2;1589;5;succeptible
test2;1589;6;succeptible
test2;1589;7;succeptible
test2;1589;8;succeptible
test2;1589;9;succeptible
test2;1589;10;infected
test2;1589;11;succeptible
test2;1589;12;infected
test2;1589;13;succeptible
test2;1589;14;succeptible
test2;1589;15;infected
test2;1589;16;succeptible
test2;1589;17;infected
test2;1589;18;succeptible
test2;1589;19;succeptible
test2;1589;20;succeptible
test2;1589;21;succeptible
test2;1589;22;succeptible
test2;1589;23;succeptible
test2;1589;24;succeptible
test2;1589;25;succeptible
test2;1589;26;succeptible
test2;1589;27;succeptible
test2;1589;28;succeptible
test2;1589;29;succeptible
test2;1590;0;succeptible
test2;1590;1;succeptible
test2;1590;2;succeptible
test2;1590;3;succeptible
test2;1590;4;infected
test2;1590;5;succeptible
test2;1590;6;succeptible
test2;1590;7;succeptible
test2;1590;8;succeptible
test2;1590;9;succeptible
test2;1590;10;infected
test2;1590;11;succeptible
test2;1590;12;infected
test2;1590;13;succeptible
test2;1590;14;succeptible
test2;1590;15;infected
test2;1590;16;succeptible
test2;1590;17;infected
test2;1590;18;succeptible
test2;1590;19;succeptible
test2;1590;20;succeptible
test2;1590;21;succeptible
test2;1590;22;succeptible
test2;1590;23;succeptible
test2;1590;24;succeptible
test2;1590;25;succeptible
test2;1590;26;succeptible
test2;1590;27;succeptible
test2;1590;28;succeptible
test2;1590;29;succeptible
test2;1591;0;succeptible
test2;1591;1;succeptible
test2;1591;2;succeptible
test2;1591;3;succeptible
test2;1591;4;infected
test2;1591;5;succeptible
test2;1591;6;succeptible
test2;1591;7;succeptible
test2;1591;8;succeptible
test2;1591;9;succeptible
test2;1591;10;infected
test2;1591;11;succeptible
test2;1591;12;infected
test2;1591;13;succeptible
test2;1591;14;succeptible
test2;1591;15;infected
test2;1591;16;succeptible
test2;1591;17;infected
test2;1591;18;succeptible
test2;1591;19;succeptible
test2;1591;20;succeptible
test2;1591;21;succeptible
test2;1591;22;succeptible
test2;1591;23;succeptible
test2;1591;24;succeptible
test2;1591;25;succeptible
test2;1591;26;succeptible
test2;1591;27;succeptible
test2;1591;28;succeptible
test2;1591;29;succeptible
test2;1592;0;succeptible
test2;1592;1;succeptible
test2;1592;2;succeptible
test2;1592;3;succeptible
test2;1592;4;infected
test2;1592;5;succeptible
test2;1592;6;succeptible
test2;1592;7;succeptible
test2;1592;8;succeptible
test2;1592;9;succeptible
test2;1592;10;infected
test2;1592;11;succeptible
test2;1592;12;infected
test2;1592;13;succeptible
test2;1592;14;succeptible
test2;1592;15;infected
test2;1592;16;succeptible
test2;1592;17;infected
test2;1592;18;succeptible
test2;1592;19;succeptible
test2;1592;20;succeptible
test2;1592;21;succeptible
test2;1592;22;succeptible
test2;1592;23;succeptible
test2;1592;24;succeptible
test2;1592;25;succeptible
test2;1592;26;succeptible
test2;1592;27;succeptible
test2;1592;28;succeptible
test2;1592;29;succeptible
test2;1593;0;succeptible
test2;1593;1;succeptible
test2;1593;2;succeptible
test2;1593;3;succeptible
test2;1593;4;infected
test2;1593;5;succeptible
test2;1593;6;succeptible
test2;1593;7;succeptible
test2;1593;8;succeptible
test2;1593;9;succeptible
test2;1593;10;infected
test2;1593;11;succeptible
test2;1593;12;infected
test2;1593;13;succeptible
test2;1593;14;succeptible
test2;1593;15;infected
test2;1593;16;succeptible
test2;1593;17;infected
test2;1593;18;succeptible
test2;1593;19;succeptible
test2;1593;20;succeptible
test2;1593;21;succeptible
test2;1593;22;succeptible
test2;1593;23;succeptible
test2;1593;24;succeptible
test2;1593;25;succeptible
test2;1593;26;succeptible
test2;1593;27;succeptible
test2;1593;28;succeptible
test2;1593;29;succeptible
test2;1594;0;succeptible
test2;1594;1;succeptible
test2;1594;2;succeptible
test2;1594;3;succeptible
test2;1594;4;infected
test2;1594;5;succeptible
test2;1594;6;succeptible
test2;1594;7;succeptible
test2;1594;8;succeptible
test2;1594;9;succeptible
test2;1594;10;infected
test2;1594;11;succeptible
test2;1594;12;infected
test2;1594;13;succeptible
test2;1594;14;succeptible
test2;1594;15;infected
test2;1594;16;succeptible
test2;1594;17;infected
test2;1594;18;succeptible
test2;1594;19;succeptible
test2;1594;20;succeptible
test2;1594;21;succeptible
test2;1594;22;succeptible
test2;1594;23;succeptible
test2;1594;24;succeptible
test2;1594;25;succeptible
test2;1594;26;succeptible
test2;1594;27;succeptible
test2;1594;28;succeptible
test2;1594;29;succeptible
test2;1595;0;succeptible
test2;1595;1;succeptible
test2;1595;2;succeptible
test2;1595;3;succeptible
test2;1595;4;infected
test2;1595;5;succeptible
test2;1595;6;succeptible
test2;1595;7;succeptible
test2;1595;8;succeptible
test2;1595;9;succeptible
test2;1595;10;infected
test2;1595;11;succeptible
test2;1595;12;infected
test2;1595;13;succeptible
test2;1595;14;succeptible
test2;1595;15;infected
test2;1595;16;succeptible
test2;1595;17;infected
test2;1595;18;succeptible
test2;1595;19;succeptible
test2;1595;20;succeptible
test2;1595;21;succeptible
test2;1595;22;succeptible
test2;1595;23;succeptible
test2;1595;24;succeptible
test2;1595;25;succeptible
test2;1595;26;succeptible
test2;1595;27;succeptible
test2;1595;28;succeptible
test2;1595;29;succeptible
test2;1596;0;succeptible
test2;1596;1;succeptible
test2;1596;2;succeptible
test2;1596;3;succeptible
test2;1596;4;infected
test2;1596;5;succeptible
test2;1596;6;succeptible
test2;1596;7;succeptible
test2;1596;8;succeptible
test2;1596;9;succeptible
test2;1596;10;infected
test2;1596;11;succeptible
test2;1596;12;infected
test2;1596;13;succeptible
test2;1596;14;succeptible
test2;1596;15;infected
test2;1596;16;succeptible
test2;1596;17;infected
test2;1596;18;succeptible
test2;1596;19;succeptible
test2;1596;20;succeptible
test2;1596;21;succeptible
test2;1596;22;succeptible
test2;1596;23;succeptible
test2;1596;24;succeptible
test2;1596;25;succeptible
test2;1596;26;succeptible
test2;1596;27;succeptible
test2;1596;28;succeptible
test2;1596;29;succeptible
test2;1597;0;succeptible
test2;1597;1;succeptible
test2;1597;2;succeptible
test2;1597;3;succeptible
test2;1597;4;infected
test2;1597;5;succeptible
test2;1597;6;succeptible
test2;1597;7;succeptible
test2;1597;8;succeptible
test2;1597;9;succeptible
test2;1597;10;infected
test2;1597;11;succeptible
test2;1597;12;infected
test2;1597;13;succeptible
test2;1597;14;succeptible
test2;1597;15;infected
test2;1597;16;succeptible
test2;1597;17;infected
test2;1597;18;succeptible
test2;1597;19;succeptible
test2;1597;20;succeptible
test2;1597;21;succeptible
test2;1597;22;succeptible
test2;1597;23;succeptible
test2;1597;24;succeptible
test2;1597;25;succeptible
test2;1597;26;succeptible
test2;1597;27;succeptible
test2;1597;28;succeptible
test2;1597;29;succeptible
test2;1598;0;succeptible
test2;1598;1;succeptible
test2;1598;2;succeptible
test2;1598;3;succeptible
test2;1598;4;infected
test2;1598;5;succeptible
test2;1598;6;succeptible
test2;1598;7;succeptible
test2;1598;8;succeptible
test2;1598;9;succeptible
test2;1598;10;infected
test2;1598;11;succeptible
test2;1598;12;infected
test2;1598;13;succeptible
test2;1598;14;succeptible
test2;1598;15;infected
test2;1598;16;succeptible
test2;1598;17;infected
test2;1598;18;succeptible
test2;1598;19;succeptible
test2;1598;20;succeptible
test2;1598;21;succeptible
test2;1598;22;succeptible
test2;1598;23;succeptible
test2;1598;24;succeptible
test2;1598;25;succeptible
test2;1598;26;succeptible
test2;1598;27;succeptible
test2;1598;28;succeptible
test2;1598;29;succeptible
test2;1599;0;succeptible
test2;1599;1;succeptible
test2;1599;2;succeptible
test2;1599;3;succeptible
test2;1599;4;infected
test2;1599;5;succeptible
test2;1599;6;succeptible
test2;1599;7;succeptible
test2;1599;8;succeptible
test2;1599;9;succeptible
test2;1599;10;infected
test2;1599;11;succeptible
test2;1599;12;infected
test2;1599;13;succeptible
test2;1599;14;succeptible
test2;1599;15;infected
test2;1599;16;succeptible
test2;1599;17;infected
test2;1599;18;succeptible
test2;1599;19;succeptible
test2;1599;20;succeptible
test2;1599;21;succeptible
test2;1599;22;succeptible
test2;1599;23;succeptible
test2;1599;24;succeptible
test2;1599;25;succeptible
test2;1599;26;succeptible
test2;1599;27;succeptible
test2;1599;28;succeptible
test2;1599;29;succeptible
test2;1600;0;succeptible
test2;1600;1;succeptible
test2;1600;2;succeptible
test2;1600;3;succeptible
test2;1600;4;infected
test2;1600;5;succeptible
test2;1600;6;succeptible
test2;1600;7;succeptible
test2;1600;8;succeptible
test2;1600;9;succeptible
test2;1600;10;infected
test2;1600;11;succeptible
test2;1600;12;infected
test2;1600;13;succeptible
test2;1600;14;succeptible
test2;1600;15;infected
test2;1600;16;succeptible
test2;1600;17;infected
test2;1600;18;succeptible
test2;1600;19;succeptible
test2;1600;20;succeptible
test2;1600;21;succeptible
test2;1600;22;succeptible
test2;1600;23;succeptible
test2;1600;24;succeptible
test2;1600;25;succeptible
test2;1600;26;succeptible
test2;1600;27;succeptible
test2;1600;28;succeptible
test2;1600;29;succeptible
test2;1601;0;succeptible
test2;1601;1;succeptible
test2;1601;2;succeptible
test2;1601;3;succeptible
test2;1601;4;infected
test2;1601;5;succeptible
test2;1601;6;succeptible
test2;1601;7;succeptible
test2;1601;8;succeptible
test2;1601;9;succeptible
test2;1601;10;infected
test2;1601;11;succeptible
test2;1601;12;infected
test2;1601;13;succeptible
test2;1601;14;succeptible
test2;1601;15;infected
test2;1601;16;succeptible
test2;1601;17;infected
test2;1601;18;succeptible
test2;1601;19;succeptible
test2;1601;20;succeptible
test2;1601;21;succeptible
test2;1601;22;succeptible
test2;1601;23;succeptible
test2;1601;24;succeptible
test2;1601;25;succeptible
test2;1601;26;succeptible
test2;1601;27;succeptible
test2;1601;28;succeptible
test2;1601;29;succeptible
test2;1602;0;succeptible
test2;1602;1;succeptible
test2;1602;2;succeptible
test2;1602;3;succeptible
test2;1602;4;infected
test2;1602;5;succeptible
test2;1602;6;succeptible
test2;1602;7;succeptible
test2;1602;8;succeptible
test2;1602;9;succeptible
test2;1602;10;infected
test2;1602;11;succeptible
test2;1602;12;infected
test2;1602;13;succeptible
test2;1602;14;succeptible
test2;1602;15;infected
test2;1602;16;succeptible
test2;1602;17;infected
test2;1602;18;succeptible
test2;1602;19;succeptible
test2;1602;20;succeptible
test2;1602;21;succeptible
test2;1602;22;succeptible
test2;1602;23;succeptible
test2;1602;24;succeptible
test2;1602;25;succeptible
test2;1602;26;succeptible
test2;1602;27;succeptible
test2;1602;28;succeptible
test2;1602;29;succeptible
test2;1603;0;succeptible
test2;1603;1;succeptible
test2;1603;2;succeptible
test2;1603;3;succeptible
test2;1603;4;infected
test2;1603;5;succeptible
test2;1603;6;succeptible
test2;1603;7;succeptible
test2;1603;8;succeptible
test2;1603;9;succeptible
test2;1603;10;infected
test2;1603;11;succeptible
test2;1603;12;infected
test2;1603;13;succeptible
test2;1603;14;succeptible
test2;1603;15;infected
test2;1603;16;succeptible
test2;1603;17;infected
test2;1603;18;succeptible
test2;1603;19;succeptible
test2;1603;20;succeptible
test2;1603;21;succeptible
test2;1603;22;succeptible
test2;1603;23;succeptible
test2;1603;24;succeptible
test2;1603;25;succeptible
test2;1603;26;succeptible
test2;1603;27;succeptible
test2;1603;28;succeptible
test2;1603;29;succeptible
test2;1604;0;succeptible
test2;1604;1;succeptible
test2;1604;2;succeptible
test2;1604;3;succeptible
test2;1604;4;infected
test2;1604;5;succeptible
test2;1604;6;succeptible
test2;1604;7;succeptible
test2;1604;8;succeptible
test2;1604;9;succeptible
test2;1604;10;infected
test2;1604;11;succeptible
test2;1604;12;infected
test2;1604;13;succeptible
test2;1604;14;succeptible
test2;1604;15;infected
test2;1604;16;succeptible
test2;1604;17;infected
test2;1604;18;succeptible
test2;1604;19;succeptible
test2;1604;20;succeptible
test2;1604;21;succeptible
test2;1604;22;succeptible
test2;1604;23;succeptible
test2;1604;24;succeptible
test2;1604;25;succeptible
test2;1604;26;succeptible
test2;1604;27;succeptible
test2;1604;28;succeptible
test2;1604;29;succeptible
test2;1605;0;succeptible
test2;1605;1;succeptible
test2;1605;2;succeptible
test2;1605;3;succeptible
test2;1605;4;infected
test2;1605;5;succeptible
test2;1605;6;succeptible
test2;1605;7;succeptible
test2;1605;8;succeptible
test2;1605;9;succeptible
test2;1605;10;infected
test2;1605;11;succeptible
test2;1605;12;infected
test2;1605;13;succeptible
test2;1605;14;succeptible
test2;1605;15;infected
test2;1605;16;succeptible
test2;1605;17;infected
test2;1605;18;succeptible
test2;1605;19;succeptible
test2;1605;20;succeptible
test2;1605;21;succeptible
test2;1605;22;succeptible
test2;1605;23;succeptible
test2;1605;24;succeptible
test2;1605;25;succeptible
test2;1605;26;succeptible
test2;1605;27;succeptible
test2;1605;28;succeptible
test2;1605;29;succeptible
test2;1606;0;succeptible
test2;1606;1;succeptible
test2;1606;2;succeptible
test2;1606;3;succeptible
test2;1606;4;infected
test2;1606;5;succeptible
test2;1606;6;succeptible
test2;1606;7;succeptible
test2;1606;8;succeptible
test2;1606;9;succeptible
test2;1606;10;infected
test2;1606;11;succeptible
test2;1606;12;infected
test2;1606;13;succeptible
test2;1606;14;succeptible
test2;1606;15;infected
test2;1606;16;succeptible
test2;1606;17;infected
test2;1606;18;succeptible
test2;1606;19;succeptible
test2;1606;20;succeptible
test2;1606;21;succeptible
test2;1606;22;succeptible
test2;1606;23;succeptible
test2;1606;24;succeptible
test2;1606;25;succeptible
test2;1606;26;succeptible
test2;1606;27;succeptible
test2;1606;28;succeptible
test2;1606;29;succeptible
test2;1607;0;succeptible
test2;1607;1;succeptible
test2;1607;2;succeptible
test2;1607;3;succeptible
test2;1607;4;infected
test2;1607;5;succeptible
test2;1607;6;succeptible
test2;1607;7;succeptible
test2;1607;8;succeptible
test2;1607;9;succeptible
test2;1607;10;infected
test2;1607;11;succeptible
test2;1607;12;infected
test2;1607;13;succeptible
test2;1607;14;succeptible
test2;1607;15;infected
test2;1607;16;succeptible
test2;1607;17;infected
test2;1607;18;succeptible
test2;1607;19;succeptible
test2;1607;20;succeptible
test2;1607;21;succeptible
test2;1607;22;succeptible
test2;1607;23;succeptible
test2;1607;24;succeptible
test2;1607;25;succeptible
test2;1607;26;succeptible
test2;1607;27;succeptible
test2;1607;28;succeptible
test2;1607;29;succeptible
test2;1608;0;succeptible
test2;1608;1;succeptible
test2;1608;2;succeptible
test2;1608;3;succeptible
test2;1608;4;infected
test2;1608;5;succeptible
test2;1608;6;succeptible
test2;1608;7;succeptible
test2;1608;8;succeptible
test2;1608;9;succeptible
test2;1608;10;infected
test2;1608;11;succeptible
test2;1608;12;infected
test2;1608;13;succeptible
test2;1608;14;succeptible
test2;1608;15;infected
test2;1608;16;succeptible
test2;1608;17;infected
test2;1608;18;succeptible
test2;1608;19;succeptible
test2;1608;20;succeptible
test2;1608;21;succeptible
test2;1608;22;succeptible
test2;1608;23;succeptible
test2;1608;24;succeptible
test2;1608;25;succeptible
test2;1608;26;succeptible
test2;1608;27;succeptible
test2;1608;28;succeptible
test2;1608;29;succeptible
test2;1609;0;succeptible
test2;1609;1;succeptible
test2;1609;2;succeptible
test2;1609;3;succeptible
test2;1609;4;infected
test2;1609;5;succeptible
test2;1609;6;succeptible
test2;1609;7;succeptible
test2;1609;8;succeptible
test2;1609;9;succeptible
test2;1609;10;infected
test2;1609;11;succeptible
test2;1609;12;infected
test2;1609;13;succeptible
test2;1609;14;succeptible
test2;1609;15;infected
test2;1609;16;succeptible
test2;1609;17;infected
test2;1609;18;succeptible
test2;1609;19;succeptible
test2;1609;20;succeptible
test2;1609;21;succeptible
test2;1609;22;succeptible
test2;1609;23;succeptible
test2;1609;24;succeptible
test2;1609;25;succeptible
test2;1609;26;succeptible
test2;1609;27;succeptible
test2;1609;28;succeptible
test2;1609;29;succeptible
test2;1610;0;succeptible
test2;1610;1;succeptible
test2;1610;2;succeptible
test2;1610;3;succeptible
test2;1610;4;infected
test2;1610;5;succeptible
test2;1610;6;succeptible
test2;1610;7;succeptible
test2;1610;8;succeptible
test2;1610;9;succeptible
test2;1610;10;infected
test2;1610;11;succeptible
test2;1610;12;infected
test2;1610;13;succeptible
test2;1610;14;succeptible
test2;1610;15;infected
test2;1610;16;succeptible
test2;1610;17;infected
test2;1610;18;succeptible
test2;1610;19;succeptible
test2;1610;20;succeptible
test2;1610;21;succeptible
test2;1610;22;succeptible
test2;1610;23;succeptible
test2;1610;24;succeptible
test2;1610;25;succeptible
test2;1610;26;succeptible
test2;1610;27;succeptible
test2;1610;28;succeptible
test2;1610;29;succeptible
test2;1611;0;succeptible
test2;1611;1;succeptible
test2;1611;2;succeptible
test2;1611;3;succeptible
test2;1611;4;infected
test2;1611;5;succeptible
test2;1611;6;succeptible
test2;1611;7;succeptible
test2;1611;8;succeptible
test2;1611;9;succeptible
test2;1611;10;infected
test2;1611;11;succeptible
test2;1611;12;infected
test2;1611;13;succeptible
test2;1611;14;succeptible
test2;1611;15;infected
test2;1611;16;succeptible
test2;1611;17;infected
test2;1611;18;succeptible
test2;1611;19;succeptible
test2;1611;20;succeptible
test2;1611;21;succeptible
test2;1611;22;succeptible
test2;1611;23;succeptible
test2;1611;24;succeptible
test2;1611;25;succeptible
test2;1611;26;succeptible
test2;1611;27;succeptible
test2;1611;28;succeptible
test2;1611;29;succeptible
test2;1612;0;succeptible
test2;1612;1;succeptible
test2;1612;2;succeptible
test2;1612;3;succeptible
test2;1612;4;infected
test2;1612;5;succeptible
test2;1612;6;succeptible
test2;1612;7;succeptible
test2;1612;8;succeptible
test2;1612;9;succeptible
test2;1612;10;infected
test2;1612;11;succeptible
test2;1612;12;infected
test2;1612;13;succeptible
test2;1612;14;succeptible
test2;1612;15;infected
test2;1612;16;succeptible
test2;1612;17;infected
test2;1612;18;succeptible
test2;1612;19;succeptible
test2;1612;20;succeptible
test2;1612;21;succeptible
test2;1612;22;succeptible
test2;1612;23;succeptible
test2;1612;24;succeptible
test2;1612;25;succeptible
test2;1612;26;succeptible
test2;1612;27;succeptible
test2;1612;28;succeptible
test2;1612;29;succeptible
test2;1613;0;succeptible
test2;1613;1;succeptible
test2;1613;2;succeptible
test2;1613;3;succeptible
test2;1613;4;infected
test2;1613;5;succeptible
test2;1613;6;succeptible
test2;1613;7;succeptible
test2;1613;8;succeptible
test2;1613;9;succeptible
test2;1613;10;infected
test2;1613;11;succeptible
test2;1613;12;infected
test2;1613;13;succeptible
test2;1613;14;succeptible
test2;1613;15;infected
test2;1613;16;succeptible
test2;1613;17;infected
test2;1613;18;succeptible
test2;1613;19;succeptible
test2;1613;20;succeptible
test2;1613;21;succeptible
test2;1613;22;succeptible
test2;1613;23;succeptible
test2;1613;24;succeptible
test2;1613;25;succeptible
test2;1613;26;succeptible
test2;1613;27;succeptible
test2;1613;28;succeptible
test2;1613;29;succeptible
test2;1614;0;succeptible
test2;1614;1;succeptible
test2;1614;2;succeptible
test2;1614;3;succeptible
test2;1614;4;infected
test2;1614;5;succeptible
test2;1614;6;succeptible
test2;1614;7;succeptible
test2;1614;8;succeptible
test2;1614;9;succeptible
test2;1614;10;infected
test2;1614;11;succeptible
test2;1614;12;infected
test2;1614;13;succeptible
test2;1614;14;succeptible
test2;1614;15;infected
test2;1614;16;succeptible
test2;1614;17;infected
test2;1614;18;succeptible
test2;1614;19;succeptible
test2;1614;20;succeptible
test2;1614;21;succeptible
test2;1614;22;succeptible
test2;1614;23;succeptible
test2;1614;24;succeptible
test2;1614;25;succeptible
test2;1614;26;succeptible
test2;1614;27;succeptible
test2;1614;28;succeptible
test2;1614;29;succeptible
test2;1615;0;succeptible
test2;1615;1;succeptible
test2;1615;2;succeptible
test2;1615;3;succeptible
test2;1615;4;infected
test2;1615;5;succeptible
test2;1615;6;succeptible
test2;1615;7;succeptible
test2;1615;8;succeptible
test2;1615;9;succeptible
test2;1615;10;infected
test2;1615;11;succeptible
test2;1615;12;infected
test2;1615;13;succeptible
test2;1615;14;succeptible
test2;1615;15;infected
test2;1615;16;succeptible
test2;1615;17;infected
test2;1615;18;succeptible
test2;1615;19;succeptible
test2;1615;20;succeptible
test2;1615;21;succeptible
test2;1615;22;succeptible
test2;1615;23;succeptible
test2;1615;24;succeptible
test2;1615;25;succeptible
test2;1615;26;succeptible
test2;1615;27;succeptible
test2;1615;28;succeptible
test2;1615;29;succeptible
test2;1616;0;succeptible
test2;1616;1;succeptible
test2;1616;2;succeptible
test2;1616;3;succeptible
test2;1616;4;infected
test2;1616;5;succeptible
test2;1616;6;succeptible
test2;1616;7;succeptible
test2;1616;8;succeptible
test2;1616;9;succeptible
test2;1616;10;infected
test2;1616;11;succeptible
test2;1616;12;infected
test2;1616;13;succeptible
test2;1616;14;succeptible
test2;1616;15;infected
test2;1616;16;succeptible
test2;1616;17;infected
test2;1616;18;succeptible
test2;1616;19;succeptible
test2;1616;20;succeptible
test2;1616;21;succeptible
test2;1616;22;succeptible
test2;1616;23;succeptible
test2;1616;24;succeptible
test2;1616;25;succeptible
test2;1616;26;succeptible
test2;1616;27;succeptible
test2;1616;28;succeptible
test2;1616;29;succeptible
test2;1617;0;succeptible
test2;1617;1;succeptible
test2;1617;2;succeptible
test2;1617;3;succeptible
test2;1617;4;infected
test2;1617;5;succeptible
test2;1617;6;succeptible
test2;1617;7;succeptible
test2;1617;8;succeptible
test2;1617;9;succeptible
test2;1617;10;infected
test2;1617;11;succeptible
test2;1617;12;infected
test2;1617;13;succeptible
test2;1617;14;succeptible
test2;1617;15;infected
test2;1617;16;succeptible
test2;1617;17;infected
test2;1617;18;succeptible
test2;1617;19;succeptible
test2;1617;20;succeptible
test2;1617;21;succeptible
test2;1617;22;succeptible
test2;1617;23;succeptible
test2;1617;24;succeptible
test2;1617;25;succeptible
test2;1617;26;succeptible
test2;1617;27;succeptible
test2;1617;28;succeptible
test2;1617;29;succeptible
test2;1618;0;succeptible
test2;1618;1;succeptible
test2;1618;2;succeptible
test2;1618;3;succeptible
test2;1618;4;infected
test2;1618;5;succeptible
test2;1618;6;succeptible
test2;1618;7;succeptible
test2;1618;8;succeptible
test2;1618;9;succeptible
test2;1618;10;infected
test2;1618;11;succeptible
test2;1618;12;infected
test2;1618;13;succeptible
test2;1618;14;succeptible
test2;1618;15;infected
test2;1618;16;succeptible
test2;1618;17;infected
test2;1618;18;succeptible
test2;1618;19;succeptible
test2;1618;20;succeptible
test2;1618;21;succeptible
test2;1618;22;succeptible
test2;1618;23;succeptible
test2;1618;24;succeptible
test2;1618;25;succeptible
test2;1618;26;succeptible
test2;1618;27;succeptible
test2;1618;28;succeptible
test2;1618;29;succeptible
test2;1619;0;succeptible
test2;1619;1;succeptible
test2;1619;2;succeptible
test2;1619;3;succeptible
test2;1619;4;infected
test2;1619;5;succeptible
test2;1619;6;succeptible
test2;1619;7;succeptible
test2;1619;8;succeptible
test2;1619;9;succeptible
test2;1619;10;infected
test2;1619;11;succeptible
test2;1619;12;infected
test2;1619;13;succeptible
test2;1619;14;succeptible
test2;1619;15;infected
test2;1619;16;succeptible
test2;1619;17;infected
test2;1619;18;succeptible
test2;1619;19;succeptible
test2;1619;20;succeptible
test2;1619;21;succeptible
test2;1619;22;succeptible
test2;1619;23;succeptible
test2;1619;24;succeptible
test2;1619;25;succeptible
test2;1619;26;succeptible
test2;1619;27;succeptible
test2;1619;28;succeptible
test2;1619;29;succeptible
test2;1620;0;succeptible
test2;1620;1;succeptible
test2;1620;2;succeptible
test2;1620;3;succeptible
test2;1620;4;infected
test2;1620;5;succeptible
test2;1620;6;succeptible
test2;1620;7;succeptible
test2;1620;8;succeptible
test2;1620;9;succeptible
test2;1620;10;infected
test2;1620;11;succeptible
test2;1620;12;infected
test2;1620;13;succeptible
test2;1620;14;succeptible
test2;1620;15;infected
test2;1620;16;succeptible
test2;1620;17;infected
test2;1620;18;succeptible
test2;1620;19;succeptible
test2;1620;20;succeptible
test2;1620;21;succeptible
test2;1620;22;succeptible
test2;1620;23;succeptible
test2;1620;24;succeptible
test2;1620;25;succeptible
test2;1620;26;succeptible
test2;1620;27;succeptible
test2;1620;28;succeptible
test2;1620;29;succeptible
test2;1621;0;succeptible
test2;1621;1;succeptible
test2;1621;2;succeptible
test2;1621;3;succeptible
test2;1621;4;infected
test2;1621;5;succeptible
test2;1621;6;succeptible
test2;1621;7;succeptible
test2;1621;8;succeptible
test2;1621;9;succeptible
test2;1621;10;infected
test2;1621;11;succeptible
test2;1621;12;infected
test2;1621;13;succeptible
test2;1621;14;succeptible
test2;1621;15;infected
test2;1621;16;succeptible
test2;1621;17;infected
test2;1621;18;succeptible
test2;1621;19;succeptible
test2;1621;20;succeptible
test2;1621;21;succeptible
test2;1621;22;succeptible
test2;1621;23;succeptible
test2;1621;24;succeptible
test2;1621;25;succeptible
test2;1621;26;succeptible
test2;1621;27;succeptible
test2;1621;28;succeptible
test2;1621;29;succeptible
test2;1622;0;succeptible
test2;1622;1;succeptible
test2;1622;2;succeptible
test2;1622;3;succeptible
test2;1622;4;infected
test2;1622;5;succeptible
test2;1622;6;succeptible
test2;1622;7;succeptible
test2;1622;8;succeptible
test2;1622;9;succeptible
test2;1622;10;infected
test2;1622;11;succeptible
test2;1622;12;infected
test2;1622;13;succeptible
test2;1622;14;succeptible
test2;1622;15;infected
test2;1622;16;succeptible
test2;1622;17;infected
test2;1622;18;succeptible
test2;1622;19;succeptible
test2;1622;20;succeptible
test2;1622;21;succeptible
test2;1622;22;succeptible
test2;1622;23;succeptible
test2;1622;24;succeptible
test2;1622;25;succeptible
test2;1622;26;succeptible
test2;1622;27;succeptible
test2;1622;28;succeptible
test2;1622;29;succeptible
test2;1623;0;succeptible
test2;1623;1;succeptible
test2;1623;2;succeptible
test2;1623;3;succeptible
test2;1623;4;infected
test2;1623;5;succeptible
test2;1623;6;succeptible
test2;1623;7;succeptible
test2;1623;8;succeptible
test2;1623;9;succeptible
test2;1623;10;infected
test2;1623;11;succeptible
test2;1623;12;infected
test2;1623;13;succeptible
test2;1623;14;succeptible
test2;1623;15;infected
test2;1623;16;succeptible
test2;1623;17;infected
test2;1623;18;succeptible
test2;1623;19;succeptible
test2;1623;20;succeptible
test2;1623;21;succeptible
test2;1623;22;succeptible
test2;1623;23;succeptible
test2;1623;24;succeptible
test2;1623;25;succeptible
test2;1623;26;succeptible
test2;1623;27;succeptible
test2;1623;28;succeptible
